route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
54Aa1,1,"54","Gare de Venissieux --> Corbas Les Taillis",REG - LCO - NOR - UTA,3,00FFFF
54Aa3,1,"54","Gare de Venissieux --> Corbas Les Taillis.",REG - LCO - NOR - UTA,3,00FFFF
54Ar4,1,"54","Corbas Les Taillis --> Gare de Venissieux.",REG - LCO - NOR - UTA,3,00FFFF
55Aa3,1,"55","Perrache --> Campus Lyon Ouest",REG - LCO - NOR - UTV,3,00FFFF
55Ar4,1,"55","Campus Lyon Ouest --> Perrache",REG - LCO - NOR - UTV,3,00FFFF
55Aa1,1,"55","Perrache --> Campus Lyon Ouest.",REG - LCO - NOR - UTV,3,00FFFF
55Ar2,1,"55","Campus Lyon Ouest --> Perrache.",REG - LCO - NOR - UTV,3,00FFFF
57Aa3,1,"57","Laurent Bonnevay --> Decines Grand Large",REG - LCO - NOR - UTS,3,00FFFF
57Ar2,1,"57","Vaulx-en-Velin  Marcel Cachin --> Laurent Bonnevay",REG - LCO - NOR - UTS,3,00FFFF
57Aa1,1,"57","Laurent Bonnevay --> Vaulx-en-Velin  Marcel Cachin",REG - LCO - NOR - UTS,3,00FFFF
57Ar4,1,"57","Decines Grand Large --> Laurent Bonnevay",REG - LCO - NOR - UTS,3,00FFFF
5Ar2,1,"5","Charbonnieres Les Verrieres --> Pont Mouton.",REG - LCO - NOR - UTV,3,00FFFF
5Aa1,1,"5","Pont Mouton --> Charbonnieres Les Verrieres",REG - LCO - NOR - UTV,3,00FFFF
60Ar2,1,"60","Feyzin Les Razes --> Perrache",REG - LCO - NOR - UTA,3,00FFFF
60Aa1,1,"60","Perrache --> Feyzin Les Razes",REG - LCO - NOR - UTA,3,00FFFF
60Ar4,1,"60","Feyzin Les Razes --> Perrache.",REG - LCO - NOR - UTA,3,00FFFF
60Aa3,1,"60","Perrache --> Feyzin Les Razes.",REG - LCO - NOR - UTA,3,00FFFF
60Aa5,1,"60","Perrache --> Feyzin Chateau de l'Isle.",REG - LCO - NOR - UTA,3,00FFFF
60Ar6,1,"60","Feyzin Chateau de l'Isle --> Perrache.",REG - LCO - NOR - UTA,3,00FFFF
61Br2,1,"61","Lissieu - Montluzin --> Gare de Vaise.",REG - PRO - NOR - UTV,3,00FFFF
61Ba1,1,"61","Gare de Vaise --> Lissieu - Montluzin.",REG - PRO - NOR - UTV,3,00FFFF
62Ar4,1,"62","Mions Jules Valles --> Gare de Venissieux",REG - LCO - NOR - UTA,3,00FFFF
62Ar2,1,"62","Mions Jules Valles --> Gare de Venissieux.",REG - LCO - NOR - UTA,3,00FFFF
62Aa1,1,"62","Gare de Venissieux. --> Mions Jules Valles",REG - LCO - NOR - UTA,3,00FFFF
62Aa3,1,"62","St Priest Hotel de Ville --> Mions Jules Valles",REG - LCO - NOR - UTA,3,00FFFF
63Ar2,1,"63","Oullins Le Golf --> Perrache.",REG - LCO - NOR - UTO,3,00FFFF
63Aa1,1,"63","Perrache --> Oullins Le Golf..",REG - LCO - NOR - UTO,3,00FFFF
64Aa1,1,"64","Jean Mace --> St Fons Semard",REG - LCO - NOR - UTA,3,00FFFF
64Ar6,1,"64","St Fons Semard --> Jean Mace",REG - LCO - NOR - UTA,3,00FFFF
64Ar8,1,"64","Belle Etoile --> Jean Mace",REG - LCO - NOR - UTA,3,00FFFF
64Aa3,1,"64","Jean Mace --> Belle Etoile",REG - LCO - NOR - UTA,3,00FFFF
64Ar2,1,"64","St Fons Semard --> Jean Mace.",REG - LCO - NOR - UTA,3,00FFFF
64Ar4,1,"64","Belle Etoile --> Jean Mace.",REG - LCO - NOR - UTA,3,00FFFF
65Aa3,1,"65","Gorge de Loup --> Charcot - La Source",REG - LCO - EXP - UTV,3,00FFFF
65Ar2,1,"65","Charcot - La Source --> Gorge de Loup",REG - LCO - EXP - UTV,3,00FFFF
65Aa1,1,"65","Gorge de Loup --> Charcot - La Source.",REG - LCO - EXP - UTV,3,00FFFF
65Ar4,1,"65","Charcot - La Source --> Gorge de Loup.",REG - LCO - EXP - UTV,3,00FFFF
66Ar2,1,"66","Champagne Ecoles --> St Just",REG - LCO - NOR - UTV,3,00FFFF
66Aa1,1,"66","St Just --> Champagne Ecoles",REG - LCO - NOR - UTV,3,00FFFF
67Ar36,1,"67","Meyzieu Plantees --> Meyzieu Le Carreau",REG - LCO - NOR - UTS,3,00FFFF
67Ar34,1,"67","Meyzieu Av de Crottay --> Meyzieu Le Carreau",REG - LCO - NOR - UTS,3,00FFFF
67Ar28,1,"67","Decines Esplanade --> Laurent Bonnevay",REG - LCO - NOR - UTS,3,00FFFF
67Aa27,1,"67","Laurent Bonnevay --> Decines Esplanade",REG - LCO - NOR - UTS,3,00FFFF
67Aa1,1,"67","Laurent Bonnevay --> Meyzieu Av de Crottay",REG - LCO - NOR - UTS,3,00FFFF
67Aa3,1,"67","Laurent Bonnevay --> Meyzieu Plantees",REG - LCO - NOR - UTS,3,00FFFF
67Ar4,1,"67","Meyzieu Plantees --> Laurent Bonnevay.",REG - LCO - NOR - UTS,3,00FFFF
67Aa23,1,"67","Meyzieu Le Carreau --> Meyzieu Av de Crottay",REG - LCO - NOR - UTS,3,00FFFF
67Aa25,1,"67","Meyzieu Le Carreau --> Meyzieu Plantees",REG - LCO - NOR - UTS,3,00FFFF
67Ar2,1,"67","Meyzieu Av de Crottay --> Laurent Bonnevay.",REG - LCO - NOR - UTS,3,00FFFF
68Br10,1,"68","Les Grandes Terres --> Vaulx-en-Velin La Soie",REG - LCO - NOR - UTS,3,00FFFF
68Ba1,1,"68","Vaulx-en-Velin La Soie --> Les Grandes Terres",REG - LCO - NOR - UTS,3,00FFFF
68Br2,1,"68","Les Grandes Terres --> Vaulx-en-Velin La Soie.",REG - LCO - NOR - UTS,3,00FFFF
69Aa3,1,"69","Manufacture Montluc --> College du Tonkin",REG - LCO - NOR - UTP,3,00FFFF
69Aa5,1,"69","Manufacture Montluc --> College du Tonkin.",REG - LCO - NOR - UTP,3,00FFFF
69Ar6,1,"69","College du Tonkin --> Manufacture Montluc..",REG - LCO - NOR - UTP,3,00FFFF
69Aa1,1,"69","Manufacture Montluc --> College du Tonkin..",REG - LCO - NOR - UTP,3,00FFFF
69Ar2,1,"69","College du Tonkin --> Manufacture Montluc...",REG - LCO - NOR - UTP,3,00FFFF
6Aa1,1,"6","Gare de Vaise --> Techlid Le Paisy",REG - LCO - EXP - UTV,3,00FFFF
6Ar2,1,"6","Techlid Le Paisy --> Gare de Vaise",REG - LCO - EXP - UTV,3,00FFFF
70Aa1,1,"70","Gare Part-Dieu Vivier Merle --> Neuville",REG - LCO - NOR - UTN,3,00FFFF
70Ar2,1,"70","Neuville (direction Lyon) --> Gare Part-Dieu Vivier Merle",REG - LCO - NOR - UTN,3,00FFFF
71Aa1,1,"71","Gare de Vaise --> Ecoles de Collonges",REG - LCO - NOR - UTV,3,00FFFF
71Ar2,1,"71","Ecoles de Collonges --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
72Ca5,1,"72","Gorge de Loup --> Val Fontaine",REG - LCO - NOR - UTV,3,00FFFF
72Cr8,1,"72","Marcy l'Etoile --> Gorge de Loup",REG - LCO - NOR - UTV,3,00FFFF
72Ca11,1,"72","Gorge de Loup --> Marcy l'Etoile.",REG - LCO - NOR - UTV,3,00FFFF
72Ca13,1,"72","Gorge de Loup --> Les Terres St G. les Ollieres",REG - LCO - NOR - UTV,3,00FFFF
72Cr14,1,"72","Les Terres St G. les Ollieres --> Gorge de Loup",REG - LCO - NOR - UTV,3,00FFFF
72Cr6,1,"72","Val Fontaine --> Gorge de Loup",REG - LCO - NOR - UTV,3,00FFFF
72Ca3,1,"72","Gorge de Loup --> Ste Consorce.",REG - LCO - NOR - UTV,3,00FFFF
72Cr4,1,"72","Ste Consorce --> Gorge de Loup.",REG - LCO - NOR - UTV,3,00FFFF
73Dr4,1,"73","Brindas Centre --> Gorge de Loup",REG - LCO - NOR - UTPE,3,00FFFF
73Dr2,1,"73","Brindas Centre --> Gorge de Loup.",REG - LCO - NOR - UTPE,3,00FFFF
73Da1,1,"73","Gorge de Loup --> Brindas Centre",REG - LCO - NOR - UTPE,3,00FFFF
73Ea1,1,"73E","Gorge de Loup --> Brindas Centre",REG - LCO - EXP - ,3,00FFFF
73Er2,1,"73E","Brindas Centre --> Gorge de Loup",REG - LCO - EXP - ,3,00FFFF
76Ar6,1,"76","Decines Grand Large --> Corbas Les Balmes",REG - LCO - NOR - UTA,3,00FFFF
76Ar8,1,"76","Decines Grand Large --> Les Balmes",REG - LCO - NOR - UTA,3,00FFFF
76Ar4,1,"76","Decines Grand Large --> Les Balmes.",REG - LCO - NOR - UTA,3,00FFFF
76Aa1,1,"76","Corbas Les Balmes --> Decines Grand Large",REG - LCO - NOR - UTA,3,00FFFF
76Ar2,1,"76","Decines Grand Large --> Corbas Les Balmes.",REG - LCO - NOR - UTA,3,00FFFF
77Ar2,1,"77","Pont de Fontaines --> Montessuy Gutenberg",REG - LCO - NOR - UTC,3,00FFFF
77Aa1,1,"77","Montessuy Gutenberg --> Pont de Fontaines",REG - LCO - NOR - UTC,3,00FFFF
78Ba1,1,"78","Gare d'Oullins --> Gare de  Givors Ville",REG - PRO - NOR - UTO,3,00FFFF
78Ba5,1,"78","St-Genis Lycee Descartes --> Vernaison La Rossignole",REG - PRO - NOR - UTO,3,00FFFF
78Br6,1,"78","Vernaison La Rossignole --> Gare d'Oullins",REG - PRO - NOR - UTO,3,00FFFF
78Br2,1,"78","Gare de Givors Ville --> Gare d'Oullins.",REG - PRO - NOR - UTO,3,00FFFF
79Aa5,1,"79","La Borelle --> Decines Grand Large..",REG - PRO - NOR - UTP,3,00FFFF
79Ar2,1,"79","Decines Grand Large --> La Borelle.",REG - PRO - NOR - UTP,3,00FFFF
79Aa1,1,"79","La Borelle --> Decines Grand Large...",REG - PRO - NOR - UTP,3,00FFFF
79Ar6,1,"79","Decines Grand Large --> La Borelle..",REG - PRO - NOR - UTP,3,00FFFF
7Ar2,1,"7","Vaulx-en-Velin Le Bourg --> Laurent Bonnevay",REG - LCO - NOR - UTS,3,00FFFF
7Aa3,1,"7","Laurent Bonnevay --> Vaulx-en-Velin Le Bourg",REG - LCO - NOR - UTS,3,00FFFF
7Aa1,1,"7","Laurent Bonnevay --> Vaulx-en-Velin Le Bourg.",REG - LCO - NOR - UTS,3,00FFFF
7Aa5,1,"7","Laurent Bonnevay --> Bonnevay - Bel Air",REG - LCO - NOR - UTS,3,00FFFF
7Ar6,1,"7","Bonnevay - Bel Air --> Laurent Bonnevay",REG - LCO - NOR - UTS,3,00FFFF
7Ar4,1,"7","Vaulx-en-Velin Le Bourg --> Laurent Bonnevay.",REG - LCO - NOR - UTS,3,00FFFF
80Aa1,1,"80","Grigny La Colombe --> Givors Vallee du Gier",REG - LCO - NOR - UTG,3,00FFFF
80Ar6,1,"80","Gare de Givors Ville --> Grigny La Colombe",REG - LCO - NOR - UTG,3,00FFFF
80Aa5,1,"80","Grigny La Colombe --> Gare de  Givors Ville",REG - LCO - NOR - UTG,3,00FFFF
80Ar2,1,"80","Givors Vallee du Gier --> Grigny La Colombe",REG - LCO - NOR - UTG,3,00FFFF
81Ar6,1,"81","College Paul Vallon --> La Jument Noire",REG - LCO - NOR - UTG,3,00FFFF
81Ar14,1,"81","College Paul Vallon --> Plateau de Montrond",REG - LCO - NOR - UTG,3,00FFFF
81Aa15,1,"81","Plateau de Montrond --> College Paul Vallon",REG - LCO - NOR - UTG,3,00FFFF
81Aa11,1,"81","Metallurgie --> College Paul Vallon",REG - LCO - NOR - UTG,3,00FFFF
81Aa3,1,"81","Gare de Givors Canal --> College Paul Vallon",REG - LCO - NOR - UTG,3,00FFFF
81Ar12,1,"81","College Paul Vallon --> Plateau de Montrond.",REG - LCO - NOR - UTG,3,00FFFF
81Ar4,1,"81","College Paul Vallon --> Gare de Givors Canal",REG - LCO - NOR - UTG,3,00FFFF
81Aa13,1,"81","Plateau de Montrond --> College Paul Vallon.",REG - LCO - NOR - UTG,3,00FFFF
81Aa1,1,"81","Plateau de Montrond --> College Paul Vallon..",REG - LCO - NOR - UTG,3,00FFFF
81Ar2,1,"81","College Paul Vallon --> Plateau de Montrond..",REG - LCO - NOR - UTG,3,00FFFF
81Ar8,1,"81","College Paul Vallon --> Gare de  Givors Ville",REG - LCO - NOR - UTG,3,00FFFF
81Aa7,1,"81","Gare de Givors Ville --> College Paul Vallon",REG - LCO - NOR - UTG,3,00FFFF
83Ar2,1,"83","Grand Parc Miribel Jonage --> Vaulx-en-Velin La Soie",REG - LCO - NOR - UTS,3,00FFFF
83Aa1,1,"83","Vaulx-en-Velin La Soie --> Grand Parc Miribel Jonage",REG - LCO - NOR - UTS,3,00FFFF
84Ar4,1,"84","Neuville --> Maison Ampere - Musee",REG - LCO - NOR - UTV,3,00FFFF
84Aa5,1,"84","Chantemerle --> College Jean Renoir",REG - LCO - NOR - UTV,3,00FFFF
84Ar10,1,"84","Neuville --> Maison Ampere - Musee.",REG - LCO - NOR - UTV,3,00FFFF
84Aa13,1,"84","Maison Ampere - Musee --> Neuville",REG - LCO - NOR - UTV,3,00FFFF
84Ar8,1,"84","College Jean Renoir --> Maison Ampere - Musee",REG - LCO - NOR - UTV,3,00FFFF
84Aa3,1,"84","Maison Ampere - Musee --> Neuville.",REG - LCO - NOR - UTV,3,00FFFF
84Ar2,1,"84","Neuville --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
